;FE;E_batt;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren
72;15.7241;38.8216;0.0;0.0;94.6469;0.0;519.955;576.8461;0.0;52.0447;865.4128;11.5392;9977.7614;1.609;0.4213;118.0275;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
73;16.5996;48.0774;0.0;0.0;95.2622;0.0;462.214;560.5219;0.0;53.0109;887.2978;10.2467;10039.3051;1.7943;0.3905;111.0808;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
74;15.2905;30.4263;0.0;0.0;93.0291;0.0;414.4268;587.3056;0.0;68.4264;866.1825;10.5743;11788.7315;2.3353;0.3683;116.0937;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
75;16.6053;47.8688;0.0;0.0;95.864;0.0;484.6098;589.4346;0.0;57.9659;888.6582;10.0118;9777.6169;2.0216;0.4533;103.9981;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
76;16.9612;38.9324;0.0;0.0;95.5693;0.0;542.5418;598.1238;0.0;60.1386;898.3544;11.7798;10324.431;2.8257;0.3385;108.0434;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
77;15.0889;47.1111;0.0;0.0;95.6722;0.0;497.7891;555.8466;0.0;69.4349;856.8532;10.219;9930.0915;2.6375;0.427;105.8043;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
78;15.8082;30.7152;0.0;0.0;93.5259;0.0;483.0729;576.8928;0.0;63.2184;868.3911;11.0098;8881.2385;2.2899;0.2665;114.8103;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
79;15.4826;48.631;0.0;0.0;94.0007;0.0;489.4741;558.0675;0.0;54.4571;862.7286;11.1415;9313.0747;1.5077;0.3797;113.0555;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
80;16.6523;35.3148;0.0;0.0;93.6787;0.0;418.9048;575.5178;0.0;68.1089;875.4589;10.1523;10913.9043;1.9096;0.4918;118.5227;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
81;16.3219;44.0699;0.0;0.0;93.0776;0.0;454.7251;578.5635;0.0;52.6408;861.801;10.5403;9250.2036;1.6716;0.428;114.4006;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
82;15.1362;35.2821;0.0;0.0;95.3101;0.0;489.6429;596.3245;0.0;63.8272;892.5833;11.0563;10899.4399;2.9397;0.3238;111.6749;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
83;16.6662;31.9636;0.0;0.0;95.5766;0.0;411.8424;559.3032;0.0;59.0391;861.532;10.1286;8376.327;1.6309;0.3128;119.9703;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
84;16.8579;43.1128;0.0;0.0;93.2578;0.0;453.4195;574.8881;0.0;58.7256;895.0996;11.0374;10368.7928;1.5474;0.4108;103.7103;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
85;15.415;43.5769;0.0;0.0;94.3113;0.0;479.8254;577.6661;0.0;55.6346;863.0223;11.9485;8266.7479;2.8209;0.3915;116.682;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
86;15.7859;30.2566;0.0;0.0;95.6808;0.0;435.2273;594.4548;0.0;59.2279;882.3078;11.2204;10542.0692;1.6859;0.2762;105.265;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
87;15.5775;32.2474;0.0;0.0;94.497;0.0;475.7329;588.2254;0.0;59.449;863.5113;11.4648;11963.2605;1.7563;0.4453;100.5228;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
88;15.2109;31.5894;0.0;0.0;94.6775;0.0;464.7297;553.1938;0.0;62.7396;899.4493;11.3543;10813.55;2.6141;0.3808;100.0363;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
89;16.3094;31.1263;0.0;0.0;95.9464;0.0;436.4241;599.9497;0.0;52.4209;898.9855;10.9757;11151.0295;1.8107;0.4379;119.5839;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
90;15.7479;30.7508;0.0;0.0;94.3884;0.0;541.9191;566.1154;0.0;56.7393;898.0665;10.0737;8766.9951;2.9457;0.2349;101.5428;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
91;16.5052;40.4394;0.0;0.0;94.9798;0.0;515.7587;591.9118;0.0;50.2176;859.5757;10.5114;8433.815;2.8382;0.2548;105.6732;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
92;15.1577;31.2748;0.0;0.0;93.371;0.0;433.0484;592.4881;0.0;50.4164;861.7053;11.9518;10205.9235;2.3844;0.2954;117.1923;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
93;16.4896;37.545;0.0;0.0;95.7999;0.0;417.8803;594.572;0.0;69.3272;871.699;10.5988;8941.2467;1.6615;0.2111;102.9025;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
94;16.6572;47.3811;0.0;0.0;94.6296;0.0;482.8027;565.2565;0.0;69.6432;896.3966;11.6015;10490.5147;2.9481;0.3199;113.2999;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
95;16.6706;49.4957;0.0;0.0;94.0838;0.0;427.8022;592.6758;0.0;61.7458;899.5102;11.6166;8816.263;1.6161;0.3886;107.3703;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
96;16.4081;42.1324;0.0;0.0;94.9425;0.0;518.3738;598.9337;0.0;56.1289;885.0749;10.3927;9956.255;2.531;0.4451;110.4475;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
97;16.9559;45.5414;0.0;0.0;94.6059;0.0;501.2906;584.5906;0.0;63.785;854.3575;11.5417;11527.3049;1.532;0.2425;107.2972;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
98;15.0551;42.2981;0.0;0.0;95.1671;0.0;517.1266;589.6269;0.0;62.1401;860.8798;11.7733;9066.6854;1.5516;0.3548;107.3438;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
99;16.6403;40.6803;0.0;0.0;94.64;0.0;549.5644;584.9825;0.0;61.5371;869.3593;11.289;10840.7218;2.609;0.4478;114.8745;0.0;35.25;1.14;1.141;2.4;2.41;0.0;0.0;0.0;7.52;24.5;14.77;0.0;0.0;0.0;571.0;1395.0;33465.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0
100;1.5463;0.0;36.8761;76.2911;93.1247;0.0;438.086;560.7873;0.0;0.0;896.8084;10.2929;10599.0448;2.4495;9.5627;104.8263;36.5092;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
101;1.488;0.0;36.7724;74.8034;93.6657;0.0;462.4198;562.1501;0.0;0.0;887.0942;10.9887;8324.7513;2.7932;8.6102;102.0807;46.5401;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
102;1.0945;0.0;43.7417;62.3984;93.389;0.0;541.6645;553.9036;0.0;0.0;883.5332;11.9213;9676.197;1.5153;9.8793;110.6932;34.7424;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
103;1.1225;0.0;42.4746;74.8664;93.5607;0.0;535.7128;560.1482;0.0;0.0;886.5016;11.297;11042.762;2.7342;8.9567;108.1434;36.7927;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
104;1.3216;0.0;47.7055;73.1282;94.5733;0.0;443.9032;577.1711;0.0;0.0;893.3659;11.1789;9716.8073;2.0834;9.5267;107.003;54.9453;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
105;1.2353;0.0;31.6802;63.8722;95.9359;0.0;520.1109;584.0967;0.0;0.0;889.3127;10.1021;11572.8461;2.8428;8.7406;109.8136;57.5475;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
106;1.4712;0.0;44.0304;71.5913;95.0454;0.0;453.1191;582.2576;0.0;0.0;852.7008;10.8832;8408.206;1.5822;8.8869;103.1269;41.9237;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
107;1.3267;0.0;31.7993;60.3255;93.7519;0.0;522.9671;572.764;0.0;0.0;858.6236;10.891;10040.9272;2.0403;9.4487;105.1409;46.6148;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
108;1.0721;0.0;31.4561;68.9144;95.9598;0.0;502.8381;566.9343;0.0;0.0;890.7713;10.927;10955.3889;2.5588;8.7035;108.9338;54.0355;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
109;1.4865;0.0;46.8291;61.7046;93.9573;0.0;428.8148;559.7362;0.0;0.0;858.8544;10.8614;11952.2291;1.5569;9.2518;107.4792;44.6277;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
110;1.4301;0.0;45.6251;72.4266;94.5754;0.0;496.7656;569.9895;0.0;0.0;873.7702;11.4708;10855.3782;1.7999;9.2105;117.0794;36.4484;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
111;1.1076;0.0;39.2853;75.5021;93.6895;0.0;443.3897;576.5232;0.0;0.0;895.1616;11.4464;11119.1755;1.9594;9.0384;107.9483;48.2404;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
112;1.4175;0.0;36.3969;63.9555;93.6134;0.0;408.0778;559.9858;0.0;0.0;851.8218;10.2286;9157.0028;2.3246;9.0202;114.0357;58.9854;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
113;1.0738;0.0;48.7572;69.9294;95.8245;0.0;421.4182;582.6317;0.0;0.0;869.4028;11.7498;11305.2529;2.7969;9.3659;112.5261;39.148;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
114;1.0588;0.0;34.1577;61.052;94.7352;0.0;433.6921;577.8064;0.0;0.0;896.7194;10.8061;9133.4689;2.6266;8.7324;100.6908;51.2811;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
115;1.5628;0.0;38.1244;67.5219;94.7973;0.0;506.2109;573.3877;0.0;0.0;898.5262;11.5156;11596.3821;2.8964;8.7897;107.1569;42.9669;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
116;1.5288;0.0;40.9895;71.7559;93.4701;0.0;523.2338;590.1909;0.0;0.0;887.4812;10.1424;9301.4415;2.9914;9.3042;103.4346;38.7472;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
117;1.1554;0.0;46.5546;60.5772;93.8612;0.0;430.2259;559.6156;0.0;0.0;868.1013;10.4456;11395.2895;2.5024;9.7335;111.6443;32.1713;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
118;1.4262;0.0;30.9472;67.0556;95.3054;0.0;455.7834;599.4505;0.0;0.0;851.3577;10.604;10631.6658;2.9026;9.246;100.4359;34.486;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
119;1.3733;0.0;42.8327;64.2593;94.2563;0.0;441.2334;585.2583;0.0;0.0;868.7367;10.4298;10461.0217;1.9042;9.171;107.091;52.0787;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
120;1.2124;0.0;36.0576;69.7981;94.1926;0.0;545.8785;584.8337;0.0;0.0;866.6961;11.8689;10739.4506;2.3416;9.23;119.94;48.9;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
121;1.0995;0.0;39.1088;71.8664;94.8939;0.0;409.2997;581.101;0.0;0.0;880.9261;10.6268;8154.8459;2.1861;8.5301;100.3833;56.6713;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
122;1.572;0.0;48.9069;74.4399;94.9866;0.0;504.3318;597.2475;0.0;0.0;889.8661;11.7629;11836.5674;1.599;9.183;112.976;52.5118;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
123;1.4091;0.0;33.0247;73.6935;95.2238;0.0;495.3939;562.6516;0.0;0.0;879.368;11.8925;8621.5315;2.6554;9.8438;119.4988;33.4885;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
124;1.2592;0.0;33.2163;61.3799;93.5151;0.0;490.1031;564.9507;0.0;0.0;893.6672;10.3557;11120.0003;1.8568;9.8691;118.0783;38.6729;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
125;1.5519;0.0;39.339;75.0528;94.9581;0.0;452.6568;597.6118;0.0;0.0;893.8636;10.5761;8707.242;2.0;9.145;101.3051;31.9774;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
126;1.5319;0.0;33.7311;60.1381;95.9535;0.0;446.4343;586.4011;0.0;0.0;860.2941;10.1644;11293.4871;2.9559;9.5359;108.7494;35.2712;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
127;1.5624;0.0;32.7612;73.2604;93.8173;0.0;511.1756;594.2243;0.0;0.0;850.4179;10.19;9818.2696;2.5344;8.8207;112.0876;43.5861;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
128;1.0456;0.0;47.7718;78.2132;94.757;0.0;548.9167;599.7843;0.0;0.0;859.2676;10.0062;9107.112;1.5859;8.6821;117.812;40.4106;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
129;1.0104;0.0;40.898;73.8208;94.0969;0.0;543.4707;593.2348;0.0;0.0;882.8858;10.6066;9574.8757;2.9824;9.7634;108.7538;57.5139;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
130;1.2113;0.0;44.1665;70.0495;95.5486;0.0;531.0044;572.1503;0.0;0.0;855.7653;11.0402;10701.3164;2.7069;9.8414;100.177;34.365;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
131;1.5353;0.0;39.4175;79.976;94.284;0.0;429.5441;590.2822;0.0;0.0;869.1377;10.9448;10382.7818;1.563;9.6042;110.1493;54.2183;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
132;1.105;0.0;45.0647;77.3067;95.0905;0.0;518.0764;550.7831;0.0;0.0;884.3104;10.3741;8419.7299;1.6041;8.9502;118.4606;47.2099;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
133;1.053;0.0;38.8301;79.5801;93.8856;0.0;458.1235;563.5252;0.0;0.0;891.6082;10.2311;9666.3229;2.7988;9.9944;105.2366;55.6717;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
134;1.2471;0.0;39.9287;66.8758;95.3642;0.0;453.7965;587.7902;0.0;0.0;855.1948;11.1343;10390.5668;2.2832;9.5068;100.9615;35.5655;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
135;1.582;0.0;44.4788;72.862;95.0019;0.0;530.3158;569.6412;0.0;0.0;856.0568;10.6889;11411.9286;1.8476;9.9246;105.9479;31.5648;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
136;1.3234;0.0;40.9489;70.4349;95.8359;0.0;507.098;561.6648;0.0;0.0;877.7829;10.0463;11917.2888;1.8541;9.2917;102.7018;31.8134;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
137;1.0251;0.0;33.8575;68.8345;94.5452;0.0;435.6711;563.3912;0.0;0.0;881.5161;10.4404;9888.0708;2.7298;9.4222;106.789;44.7062;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
138;1.1808;0.0;47.4397;74.1547;94.1404;0.0;424.689;597.7114;0.0;0.0;867.7786;10.1564;8468.738;2.5175;9.0724;109.8577;32.9568;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
139;1.5488;0.0;37.7896;78.4679;94.68;0.0;448.0829;598.561;0.0;0.0;886.2598;10.4634;9330.1399;2.7642;8.5505;101.5887;59.2551;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
140;1.416;0.0;45.352;70.7876;95.896;0.0;454.2949;558.1421;0.0;0.0;890.5584;10.839;8970.7173;2.4886;9.9903;105.7476;53.0507;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
141;1.0628;0.0;44.606;74.3301;94.0263;0.0;437.5911;593.373;0.0;0.0;864.3512;11.0796;9842.6347;1.9718;8.6523;117.2817;51.8804;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
142;1.2282;0.0;41.1549;72.0908;94.723;0.0;516.6245;563.0068;0.0;0.0;877.3247;11.3207;10185.8455;1.7434;8.5058;116.1896;57.6123;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
143;1.3271;0.0;37.3131;71.0648;94.9399;0.0;518.7284;585.4507;0.0;0.0;871.4722;11.5555;10104.3337;2.0104;9.3494;100.5926;55.4139;35.25;1.124;1.074;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;570.8;1395.0;79000.0;20.0;0.0;40.0;180.0;45.0;25.0;33.3;1.0;4000.0
