;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;Em_elBatt;cd_phev;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
43;0.3095;106.0265;35036.2239;0.1238;52.6941;10061276.8551;16.7692;0.0;0.0;0.0;0.0;42.175;0.0;0.0;0.0;95.0933;0.0;298.8133;595.89;733.119;0.5118;16.3344;11549.3983;7.4701;0.3566;192.9158;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;44
44;0.347;121.7991;37061.7661;0.1461;56.7595;11998485.9747;16.3708;0.0;0.0;0.0;0.0;52.5786;0.0;0.0;0.0;95.0523;0.0;329.5573;504.1258;769.9171;0.7624;16.3155;11307.0211;7.0866;0.4738;193.2681;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;45
45;0.3428;134.437;39022.1547;0.1246;46.6192;15703385.4206;16.8135;0.0;0.0;0.0;0.0;65.919;0.0;0.0;0.0;93.5891;0.0;259.4968;528.4381;841.1855;0.8303;16.0776;11122.1718;7.0823;0.3442;183.8947;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;46
46;0.2906;103.5215;34672.3425;0.0989;45.1786;10550773.7114;16.4713;0.0;0.0;0.0;0.0;42.7342;0.0;0.0;0.0;95.0252;0.0;260.6416;587.8702;772.8317;0.6609;15.8393;11417.2136;7.0211;0.2219;181.8764;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;47
47;0.349;140.7492;39556.133;0.1344;59.5147;14971620.1881;15.085;0.0;0.0;0.0;0.0;74.0443;0.0;0.0;0.0;93.7852;0.0;370.0099;548.2409;709.9883;0.3405;15.4173;11954.1805;7.5769;0.4706;170.9265;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;48
48;0.3667;139.5559;40933.8471;0.1398;49.3046;16282100.5553;16.5;0.0;0.0;0.0;0.0;73.1051;0.0;0.0;0.0;94.0771;0.0;281.117;515.989;796.204;0.8566;15.6486;11528.7273;7.3314;0.445;191.9681;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;49
49;0.3554;125.7851;35747.2045;0.1318;54.0354;11473156.4543;16.4494;0.0;0.0;0.0;0.0;53.0147;0.0;0.0;0.0;93.9757;0.0;308.7053;535.0593;715.5937;0.3328;15.4964;10318.864;7.1143;0.3662;166.8821;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;50
50;0.3366;117.7242;39125.5424;0.1265;33.3232;15720280.3848;15.4016;0.0;0.0;0.0;0.0;64.8764;0.0;0.0;0.0;93.2306;0.0;201.7157;533.5514;854.0291;0.9825;16.6172;11208.6974;7.4366;0.3935;188.4436;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;51
51;0.3494;133.4657;39664.4392;0.12;38.2494;16465136.5999;15.5176;0.0;0.0;0.0;0.0;67.9284;0.0;0.0;0.0;94.3285;0.0;232.5108;554.834;856.9477;0.4362;15.9886;10815.4242;7.9831;0.3475;187.9102;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;52
52;0.33;118.4473;35722.3211;0.1273;52.1501;11684917.8752;15.4978;0.0;0.0;0.0;0.0;47.7263;0.0;0.0;0.0;93.1522;0.0;313.4571;566.4483;798.3327;0.8701;15.3538;11479.2708;7.8051;0.4066;184.8524;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;53
53;0.3537;154.769;39702.7774;0.1302;63.306;16247656.6435;15.8768;0.0;0.0;0.0;0.0;75.8751;0.0;0.0;0.0;93.7136;0.0;373.6671;539.4856;762.6058;0.7831;16.7243;10621.7888;7.6473;0.3872;168.7349;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;54
54;0.3013;130.0377;39596.235;0.0966;52.8969;14924679.5601;15.6561;0.0;0.0;0.0;0.0;71.7047;0.0;0.0;0.0;95.207;0.0;321.6734;507.7002;736.8589;0.6996;16.4271;11777.6718;7.7113;0.2368;177.0628;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;55
55;0.3598;134.6488;41016.0268;0.1334;37.5641;17590033.1994;16.7609;0.0;0.0;0.0;0.0;73.4455;0.0;0.0;0.0;94.0094;0.0;210.6914;546.2104;858.4265;0.2575;16.8359;10761.6627;7.7175;0.3878;192.1973;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;56
56;0.3522;117.8599;40556.7706;0.1392;36.9722;15402812.234;15.8016;0.0;0.0;0.0;0.0;76.7021;0.0;0.0;0.0;95.2128;0.0;222.7765;569.1911;705.6674;0.2532;16.1457;11793.9863;7.2337;0.4674;178.0495;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;57
57;0.3362;114.0767;37696.05;0.1159;35.892;13377049.1419;15.2941;0.0;0.0;0.0;0.0;61.1448;0.0;0.0;0.0;94.3845;0.0;221.5004;544.4992;747.95;0.2004;16.2739;10513.4898;7.0314;0.3088;176.5653;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;58
58;0.3096;142.6448;38621.2886;0.1054;61.9998;15252489.8826;16.8365;0.0;0.0;0.0;0.0;68.0386;0.0;0.0;0.0;94.0466;0.0;346.3233;511.9744;792.9898;0.4998;16.6487;11360.123;7.9742;0.2579;172.2741;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;59
59;0.3404;166.5598;38602.3213;0.1059;60.779;17410436.6772;15.2389;0.0;0.0;0.0;0.0;69.4715;0.0;0.0;0.0;95.4235;0.0;380.5881;555.9159;893.0217;0.4409;16.081;10235.0468;7.964;0.2517;168.4478;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;60
60;0.2897;110.0868;34254.8763;0.0976;55.122;9800415.7154;16.0013;0.0;0.0;0.0;0.0;44.1053;0.0;0.0;0.0;94.5352;0.0;325.6594;507.2571;710.3676;0.493;15.3398;11623.5999;7.1752;0.2278;166.7572;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;61
61;0.32;131.6832;38270.8029;0.1209;56.9079;14371575.4335;16.2153;0.0;0.0;0.0;0.0;61.1587;0.0;0.0;0.0;93.1166;0.0;326.7947;515.702;819.5401;0.354;16.2129;11854.5612;7.4287;0.3604;185.9229;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;62
62;0.3411;163.4779;39661.7376;0.1152;64.0813;17453555.4153;15.8191;0.0;0.0;0.0;0.0;70.2884;0.0;0.0;0.0;93.642;0.0;379.3326;509.7115;894.4911;0.2466;15.6459;11223.0738;7.4523;0.3204;181.5625;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;63
63;0.3552;130.649;39773.5794;0.1276;33.4385;16989984.5959;15.6867;0.0;0.0;0.0;0.0;71.5299;0.0;0.0;0.0;95.0373;0.0;202.5862;568.6267;842.5734;0.0332;16.3956;10659.8854;7.0949;0.3719;179.9748;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;64
64;0.3477;158.1662;40768.4424;0.1298;60.5506;18267371.1945;16.3444;0.0;0.0;0.0;0.0;77.2188;0.0;0.0;0.0;94.9709;0.0;351.8358;528.88;856.4346;0.8653;16.8567;11101.5708;7.7171;0.3882;179.5993;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;65
65;0.362;140.6837;41023.1697;0.146;55.1555;16243755.8416;16.9584;0.0;0.0;0.0;0.0;75.2768;0.0;0.0;0.0;93.7542;0.0;304.9261;536.5422;768.6659;0.5248;16.5019;11509.1498;7.0002;0.4612;187.6165;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;66
66;0.3115;103.7173;34128.4036;0.1243;38.2856;11926823.5975;16.8773;0.0;0.0;0.0;0.0;44.3292;0.0;0.0;0.0;94.0051;0.0;213.2472;522.1187;893.6561;0.0964;16.7849;10859.6984;7.8114;0.3416;163.0619;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;67
67;0.3794;135.6652;40968.9965;0.1322;47.6163;14593335.4227;15.4831;0.0;0.0;0.0;0.0;72.6552;0.0;0.0;0.0;94.7974;0.0;291.5376;519.5938;707.2634;0.4148;15.2755;10850.1476;7.0227;0.408;193.6406;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;68
68;0.3746;151.4619;39049.4673;0.1396;62.2232;14831269.8433;15.017;0.0;0.0;0.0;0.0;68.8709;0.0;0.0;0.0;94.6806;0.0;392.3105;574.4744;746.9742;0.7325;16.2089;10253.4849;7.5091;0.4496;176.4093;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;69
69;0.3513;112.2695;35021.9151;0.1257;38.3919;11467641.2352;15.1729;0.0;0.0;0.0;0.0;42.8808;0.0;0.0;0.0;93.9018;0.0;237.5992;536.8886;874.3689;0.4969;15.058;10308.4664;7.5438;0.3666;189.4068;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;70
70;0.3803;136.8921;37179.7563;0.1498;67.2813;11227519.912;15.8802;0.0;0.0;0.0;0.0;51.9811;0.0;0.0;0.0;94.2875;0.0;399.4779;562.369;702.3185;0.4527;15.145;10649.7137;7.4418;0.4943;197.7595;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;71
71;0.2995;106.7788;35292.8873;0.1005;38.8724;12041198.5531;15.606;0.0;0.0;0.0;0.0;47.4476;0.0;0.0;0.0;93.8489;0.0;233.7646;563.4954;833.7648;0.8637;16.2632;10903.1717;7.7342;0.2346;176.8875;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;72
72;0.3404;136.3835;38292.8954;0.1322;54.0572;15142805.4972;15.2323;0.0;0.0;0.0;0.0;64.1986;0.0;0.0;0.0;94.422;0.0;335.0897;508.8255;832.0572;0.5075;16.1024;11422.9107;7.8111;0.4411;177.4633;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;73
73;0.3803;159.7095;39066.1056;0.1564;53.3375;18557986.7747;16.3343;0.0;0.0;0.0;0.0;74.7251;0.0;0.0;0.0;95.1165;0.0;310.5903;594.0532;887.7303;0.2363;16.9301;10304.9042;7.0777;0.4997;162.8115;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;74
74;0.2965;130.1294;36707.3718;0.0955;61.2128;12582820.543;16.6125;0.0;0.0;0.0;0.0;55.0143;0.0;0.0;0.0;94.8928;0.0;349.6559;561.6087;764.5873;0.9764;15.2376;11982.2455;7.3169;0.2191;178.2695;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;75
75;0.3714;122.3777;38025.7584;0.1531;47.9185;12972769.6383;16.6154;0.0;0.0;0.0;0.0;58.0282;0.0;0.0;0.0;95.2226;0.0;274.6204;596.4456;745.1832;0.1229;16.6963;10435.0404;7.2967;0.4813;191.7302;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;76
76;0.3558;131.8142;35939.2172;0.1426;57.0125;12609867.2667;16.6278;0.0;0.0;0.0;0.0;54.6806;0.0;0.0;0.0;95.5788;0.0;327.7155;517.2318;782.9222;0.0781;16.399;10279.7262;7.0548;0.4178;165.3094;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;77
77;0.352;138.3782;39925.7605;0.1285;44.8239;16708727.199;16.378;0.0;0.0;0.0;0.0;77.1263;0.0;0.0;0.0;93.2927;0.0;255.3267;501.3728;781.2461;0.5162;16.5925;10763.8558;7.3752;0.3674;168.8887;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;78
78;0.3022;112.7143;37720.8444;0.1033;40.1513;13760794.9058;15.0324;0.0;0.0;0.0;0.0;61.3802;0.0;0.0;0.0;93.9319;0.0;250.8903;559.2646;766.8187;0.3381;16.0456;11818.7665;7.8418;0.2882;176.2921;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;79
79;0.3088;128.0598;39119.5318;0.0971;49.333;14547076.6057;15.1543;0.0;0.0;0.0;0.0;71.2761;0.0;0.0;0.0;94.4378;0.0;307.4307;593.6895;703.5818;0.3258;15.8251;11676.3264;7.1906;0.2394;171.4394;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;80
80;0.3328;149.9988;37568.0116;0.1138;70.164;13692574.0685;16.9619;0.0;0.0;0.0;0.0;55.1886;0.0;0.0;0.0;94.3477;0.0;390.2754;573.1952;839.6539;0.1101;15.8195;10841.7664;7.2449;0.279;193.301;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;81
81;0.3454;138.8215;38469.1984;0.1052;43.8912;15206255.4218;15.6267;0.0;0.0;0.0;0.0;62.7152;0.0;0.0;0.0;95.4973;0.0;268.2264;541.151;847.6307;0.5603;15.4315;10380.2845;7.1558;0.2388;184.472;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;82
82;0.3631;133.2506;40849.2652;0.1251;36.4977;16606385.7028;15.566;0.0;0.0;0.0;0.0;71.0548;0.0;0.0;0.0;95.5643;0.0;224.0702;538.8819;831.9984;0.6578;16.2024;10593.3084;7.5069;0.3631;196.317;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;83
83;0.36;151.1173;38081.9517;0.1467;64.2291;15511812.7078;15.5516;0.0;0.0;0.0;0.0;69.3626;0.0;0.0;0.0;95.8226;0.0;395.7534;540.6547;787.8732;0.0193;16.4697;10839.6636;7.3512;0.4911;161.2101;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;84
84;0.345;142.2888;42289.693;0.113;41.2223;18419430.5457;15.9081;0.0;0.0;0.0;0.0;78.2422;0.0;0.0;0.0;93.6104;0.0;242.5706;512.8191;856.1765;0.9899;15.9434;11431.1;7.392;0.3114;196.693;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;85
85;0.343;153.807;39426.8499;0.105;49.3636;17305105.5923;16.0953;0.0;0.0;0.0;0.0;74.0738;0.0;0.0;0.0;93.2173;0.0;285.8937;534.2367;838.2454;0.3109;16.5361;10019.8271;7.4734;0.2212;169.1131;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;86
86;0.3292;111.5477;33759.7396;0.1379;54.497;10068630.3731;15.3226;0.0;0.0;0.0;0.0;41.5332;0.0;0.0;0.0;93.0703;0.0;331.0178;544.5305;763.8583;0.1312;15.3042;11531.8544;7.4987;0.4709;165.1628;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;87
87;0.3564;160.0821;40477.1534;0.1359;58.0755;18722841.2827;15.6846;0.0;0.0;0.0;0.0;78.6077;0.0;0.0;0.0;93.9259;0.0;347.7802;594.644;854.3004;0.5737;16.0712;11420.7614;7.7022;0.4482;172.7204;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;88
88;0.321;140.6105;35939.5468;0.1207;64.27;13698688.3713;15.7851;0.0;0.0;0.0;0.0;53.0811;0.0;0.0;0.0;94.4172;0.0;384.4254;520.8411;886.4265;0.8902;15.3592;11683.0219;7.281;0.3633;170.2969;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;89
89;0.3214;125.9272;39214.1173;0.105;42.0139;15205402.1193;16.5015;0.0;0.0;0.0;0.0;63.616;0.0;0.0;0.0;93.1097;0.0;237.0632;581.0579;827.308;0.9007;15.5363;11663.2495;7.8757;0.2682;193.5695;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;90
90;0.2926;121.0295;34672.7956;0.0963;60.6491;10664188.9152;16.9729;0.0;0.0;0.0;0.0;42.0604;0.0;0.0;0.0;95.9008;0.0;342.6814;586.7148;795.7452;0.1316;15.7811;11191.6527;7.7797;0.2026;184.8008;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;91
91;0.3561;136.386;41693.7896;0.1163;44.3565;15999910.954;16.9242;0.0;0.0;0.0;0.0;75.0772;0.0;0.0;0.0;94.4548;0.0;247.5561;585.4743;748.9904;0.2662;15.9379;10908.3633;7.3701;0.2958;197.0477;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;92
92;0.3055;105.148;36820.1597;0.1084;41.0363;11976705.7147;15.6477;0.0;0.0;0.0;0.0;49.7916;0.0;0.0;0.0;94.962;0.0;249.0392;583.3737;785.2407;0.1976;16.123;11586.5625;7.6014;0.297;199.2336;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;93
93;0.3078;108.922;35898.9674;0.1196;49.2115;11388835.9995;15.6666;0.0;0.0;0.0;0.0;45.511;0.0;0.0;0.0;95.8259;0.0;301.0055;591.3547;800.7577;0.7676;16.2555;11733.5206;7.4192;0.362;197.7317;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;94
94;0.3362;113.2523;36961.7765;0.1176;38.5256;12637538.6661;15.9716;0.0;0.0;0.0;0.0;53.9188;0.0;0.0;0.0;94.3251;0.0;227.5245;590.4001;775.4699;0.5912;16.694;10130.3856;7.117;0.2925;186.6098;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;95
95;0.3443;107.6324;35295.4261;0.1433;43.5116;11259774.7934;15.6009;0.0;0.0;0.0;0.0;46.6018;0.0;0.0;0.0;94.7266;0.0;264.1966;519.689;795.4626;0.5663;15.8292;11093.5819;7.6644;0.4828;180.1524;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;96
96;0.2636;97.261;33996.0973;0.0925;39.9543;11389484.5019;15.8331;0.0;0.0;0.0;0.0;42.2989;0.0;0.0;0.0;93.8019;0.0;236.7062;500.9916;891.7174;0.0766;16.703;11898.8435;7.7945;0.2148;167.7608;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;97
97;0.3;129.0173;37193.4378;0.0946;54.5977;13477159.0983;15.1581;0.0;0.0;0.0;0.0;55.6066;0.0;0.0;0.0;93.0991;0.0;335.3319;549.5071;824.3967;0.6813;15.3159;11824.1026;7.737;0.234;185.1118;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;98
98;0.3043;106.1823;34081.8424;0.1302;50.4011;10920229.3715;15.4668;0.0;0.0;0.0;0.0;40.3865;0.0;0.0;0.0;95.133;0.0;310.0064;579.4512;855.1558;0.0822;16.9699;11536.2466;7.8817;0.4266;177.8278;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;99
99;0.3653;137.0938;37079.387;0.1352;47.9714;14361790.8699;15.2256;0.0;0.0;0.0;0.0;55.5908;0.0;0.0;0.0;93.5779;0.0;294.8366;551.366;887.7831;0.0284;15.1027;10670.0706;7.0575;0.4265;183.1128;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;0.0;1.0;1.0;1.0;4000.0;100
